stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,pl3_instructions_keyresp.keys,pl3_instructions_keyresp.rt,pl3_instructions_keyresp.duration,pl3_task_lickert.response,pl3_task_lickert.rt,pl3_task_keyresp.keys,pl3_task_keyresp.rt,pl3_task_keyresp.duration,pl3_task_confidence_lickert.response,pl3_task_confidence_lickert.rt,pl3_task_stimLeftBg,pl3_task_stimRightBg,pl3_task_stimLeft,pl3_task_stimRight,pl3_loop.thisRepN,pl3_loop.thisTrialN,pl3_loop.thisN,pl3_loop.thisIndex,pl3_loop.ran,pl4_instructions_keyresp.keys,pl4_instructions_keyresp.rt,pl4_instructions_keyresp.duration,pl4_task_lickert.response,pl4_task_lickert.rt,pl4_task_keyresp.keys,pl4_task_keyresp.rt,pl4_task_keyresp.duration,pl4_task_confidence_lickert.response,pl4_task_confidence_lickert.rt,pl4_task_stimLeft,pl4_task_stimRight,pl4_loop.thisRepN,pl4_loop.thisTrialN,pl4_loop.thisN,pl4_loop.thisIndex,pl4_loop.ran,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.5278,,space,0.3906,,1,green_gnome,1,4,dark_forest,red_basket,purple_gnome,1,6,bright_forest,yellow_basket,6,0,0,1,purple_gnome,bright_forest,yellow_basket,442,0,-3,46,0,92,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,s,1.101,,space,0.6634,,1,purple_gnome,1,6,bright_forest,yellow_basket,green_gnome,1,1,dark_forest,red_basket,6,0,0,1,purple_gnome,bright_forest,yellow_basket,448,-1,3,46,1,93,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,s,0.4361,,space,0.467,,1,purple_gnome,1,5,bright_forest,yellow_basket,green_gnome,1,4,dark_forest,red_basket,5,0,0,1,purple_gnome,bright_forest,yellow_basket,453,0,-1,47,0,94,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,k,0.4014,,space,0.3197,,2,brown_gnomes,2,5,bright_forest,yellow_basket,red_gnome,2,3,dark_forest,red_basket,3,0,0,1,red_gnome,dark_forest,red_basket,456,-4,-1,47,1,95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,s,0.3746,,space,0.5117,,1,purple_gnome,1,1,bright_forest,yellow_basket,green_gnome,1,2,dark_forest,red_basket,1,0,0,1,purple_gnome,bright_forest,yellow_basket,457,-1,0,48,0,96,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,s,0.5469,,space,0.541,,2,brown_gnomes,2,0,bright_forest,yellow_basket,red_gnome,2,2,dark_forest,red_basket,0,0,0,1,brown_gnomes,bright_forest,yellow_basket,457,0,2,48,1,97,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.6515,,space,0.3612,,1,purple_gnome,1,0,bright_forest,yellow_basket,green_gnome,1,4,dark_forest,red_basket,4,0,0,1,green_gnome,dark_forest,red_basket,461,5,-3,49,0,98,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.5677,,space,0.3862,,1,purple_gnome,1,5,bright_forest,yellow_basket,green_gnome,1,1,dark_forest,red_basket,1,0,0,1,green_gnome,dark_forest,red_basket,462,-4,0,49,1,99,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,k,0.599,,space,0.3294,,2,brown_gnomes,2,1,bright_forest,yellow_basket,red_gnome,2,1,dark_forest,red_basket,1,0,0,1,red_gnome,dark_forest,red_basket,463,1,1,50,0,100,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,s,0.72,,space,0.3308,,2,red_gnome,2,2,dark_forest,red_basket,brown_gnomes,2,2,bright_forest,yellow_basket,2,0,0,1,red_gnome,dark_forest,red_basket,465,3,-6,50,1,101,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.4686,,space,0.4029,,1,green_gnome,1,4,dark_forest,red_basket,purple_gnome,1,5,bright_forest,yellow_basket,5,0,0,1,purple_gnome,bright_forest,yellow_basket,470,-4,2,51,0,102,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,k,0.3192,,space,0.3648,,2,red_gnome,2,6,dark_forest,red_basket,brown_gnomes,2,1,bright_forest,yellow_basket,1,0,0,1,brown_gnomes,bright_forest,yellow_basket,471,1,0,51,1,103,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,k,0.3626,,space,0.3252,,2,brown_gnomes,2,2,bright_forest,yellow_basket,red_gnome,2,6,dark_forest,red_basket,6,0,0,1,red_gnome,dark_forest,red_basket,477,1,2,52,0,104,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.3795,,space,0.4613,,1,green_gnome,1,8,dark_forest,red_basket,purple_gnome,1,3,bright_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,yellow_basket,480,2,0,52,1,105,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,s,0.4239,,space,0.3364,,1,green_gnome,1,8,dark_forest,red_basket,purple_gnome,1,5,bright_forest,yellow_basket,8,0,0,1,green_gnome,dark_forest,red_basket,488,-1,0,53,0,106,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,s,0.3975,,space,0.3243,,2,red_gnome,2,8,dark_forest,red_basket,brown_gnomes,2,4,bright_forest,yellow_basket,8,0,0,1,red_gnome,dark_forest,red_basket,496,2,1,53,1,107,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,s,0.5526,,space,0.6888,,1,green_gnome,1,9,dark_forest,red_basket,purple_gnome,1,6,bright_forest,yellow_basket,9,0,0,1,green_gnome,dark_forest,red_basket,505,0,1,54,0,108,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.535,,space,0.3182,,1,purple_gnome,1,6,bright_forest,yellow_basket,green_gnome,1,8,dark_forest,red_basket,8,0,0,1,green_gnome,dark_forest,red_basket,513,5,1,54,1,109,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,s,0.5775,,space,0.3851,,2,brown_gnomes,2,7,bright_forest,yellow_basket,red_gnome,2,9,dark_forest,red_basket,7,0,0,1,brown_gnomes,bright_forest,yellow_basket,520,3,0,55,0,110,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,s,0.5572,,space,0.3037,,2,red_gnome,2,9,dark_forest,red_basket,brown_gnomes,2,8,bright_forest,yellow_basket,9,0,0,1,red_gnome,dark_forest,red_basket,529,0,0,55,1,111,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.3347,,space,0.0794,,1,purple_gnome,1,8,bright_forest,yellow_basket,green_gnome,1,9,dark_forest,red_basket,9,0,0,1,green_gnome,dark_forest,red_basket,538,1,3,56,0,112,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,s,0.421,,space,0.4021,,1,purple_gnome,1,9,bright_forest,yellow_basket,green_gnome,1,6,dark_forest,red_basket,9,0,0,1,purple_gnome,bright_forest,yellow_basket,547,-6,-1,56,1,113,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,k,0.3979,,space,0.3161,,1,purple_gnome,1,3,bright_forest,yellow_basket,green_gnome,1,5,dark_forest,red_basket,5,0,0,1,green_gnome,dark_forest,red_basket,552,0,0,57,0,114,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,s,0.4152,,space,0.3612,,1,green_gnome,1,5,dark_forest,red_basket,purple_gnome,1,3,bright_forest,yellow_basket,5,0,0,1,green_gnome,dark_forest,red_basket,557,2,2,57,1,115,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,k,0.2959,,space,0.343,,2,brown_gnomes,2,5,bright_forest,yellow_basket,red_gnome,2,7,dark_forest,red_basket,7,0,0,1,red_gnome,dark_forest,red_basket,564,1,3,58,0,116,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,s,0.37,,space,0.4177,,2,brown_gnomes,2,6,bright_forest,yellow_basket,red_gnome,2,8,dark_forest,red_basket,6,0,0,1,brown_gnomes,bright_forest,yellow_basket,570,1,0,58,1,117,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,s,0.4014,,space,0.5011,,2,red_gnome,2,8,dark_forest,red_basket,brown_gnomes,2,7,bright_forest,yellow_basket,8,0,0,1,red_gnome,dark_forest,red_basket,578,2,1,59,0,118,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923058,001,2024-01-18_14h17.27.278,experiment,2023.2.3,Win32,59.88023952,592220f8fc043000016c5aeb,65a926a73f0e9dbe643395b2,65a932e6c27bbccd2375ca30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,k,0.3719,,space,0.4952,,2,red_gnome,2,9,dark_forest,red_basket,brown_gnomes,2,9,bright_forest,yellow_basket,9,0,0,1,brown_gnomes,bright_forest,yellow_basket,587,-2,1,59,1,119,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
