"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","obs_AC_trials","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","p_step2_keyresp.rt","p_step2_keyresp.duration","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","obs_instructions_1_key.keys","obs_instructions_1_key.rt","obs_instructions_1_key.duration","obs_instructions_2_key.keys","obs_instructions_2_key.rt","obs_instructions_2_key.duration","obs_stim_left","obs_stim_right","obs_step1_key","obs_step1_RT","obs_step2_forest","obs_step2_basket","obs_step2_RT","obs_mult","obs_points","obs_score","obs_AC_flag","obs_AC_step1_flag","obs_AC_step2_flag","obs_AC_mistake_flag","obs_AC_no_answer_flag","obs_AC_step2_no_answer_flag","obs_AC_counter","good_answer","obs_attention_check_fail","obs.thisRepN","obs.thisTrialN","obs.thisN","obs.thisIndex","obs.ran","obs_attention_check_step1_keyresp.keys","obs_attention_check_step1_keyresp.rt","obs_attention_check_step1_keyresp.duration","obs_attention_check_step2_keyresp.keys","obs_attention_check_step2_keyresp.rt","obs_attention_check_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","t_recording.started","t_recording.stopped","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","passed_attention_check_loop.thisRepN","passed_attention_check_loop.thisTrialN","passed_attention_check_loop.thisN","passed_attention_check_loop.thisIndex","passed_attention_check_loop.ran","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",3,"purple_gnome",3,2,"bright_forest","yellow_basket","yellow_gnome",3,7,"dark_forest","red_basket",10,0,0,1,"purple_gnome","bright_forest","yellow_basket",2808,5,-6,29,0,232,6,1,0.3621,,"space",0.4467,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",2,"blue_gnome",2,7,"bright_forest","yellow_basket","pink_gnome",2,1,"dark_forest","red_basket",1,0,0,1,"pink_gnome","dark_forest","red_basket",2809,3,0,29,1,233,1,1,0.36,,"space",0.5143,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",3,"yellow_gnome",3,1,"dark_forest","red_basket","purple_gnome",3,8,"bright_forest","yellow_basket",5,0,0,1,"yellow_gnome","dark_forest","red_basket",2814,-3,-3,29,2,234,6,1,0.4397,,"space",0.4474,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",2,"blue_gnome",2,5,"bright_forest","yellow_basket","pink_gnome",2,2,"dark_forest","red_basket",10,0,0,1,"pink_gnome","dark_forest","red_basket",2824,0,-1,29,3,235,5,1,0.3146,,"space",0.4657,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",4,"brown_gnome",4,5,"bright_forest","yellow_basket","green_gnome",4,1,"dark_forest","red_basket",5,0,0,1,"brown_gnome","bright_forest","yellow_basket",2829,1,-2,29,4,236,3,1,0.5894,,"space",0.5082,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",3,"yellow_gnome",3,1,"dark_forest","red_basket","purple_gnome",3,6,"bright_forest","yellow_basket",6,0,0,1,"purple_gnome","bright_forest","yellow_basket",2835,-1,2,29,5,237,2,1,0.4518,,"space",0.5143,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",2,"blue_gnome",2,5,"bright_forest","yellow_basket","pink_gnome",2,3,"dark_forest","red_basket",25,0,0,1,"blue_gnome","bright_forest","yellow_basket",2860,0,3,29,6,238,5,1,0.0641,,"space",0.487,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",1,"red_gnome",1,5,"bright_forest","yellow_basket","orange_gnome",1,6,"dark_forest","red_basket",30,0,0,1,"orange_gnome","dark_forest","red_basket",2890,1,-1,29,7,239,4,1,0.4507,,"space",0.4948,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",4,"brown_gnome",4,6,"bright_forest","yellow_basket","green_gnome",4,5,"dark_forest","red_basket",30,0,0,1,"brown_gnome","bright_forest","yellow_basket",2920,0,-2,30,0,240,7,1,1.2143,,"space",0.7431,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",1,"orange_gnome",1,3,"dark_forest","red_basket","red_gnome",1,6,"bright_forest","yellow_basket",3,0,0,1,"orange_gnome","dark_forest","red_basket",2923,2,2,30,1,241,0,1,0.8474,,"space",0.6291,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",4,"green_gnome",4,5,"dark_forest","red_basket","brown_gnome",4,8,"bright_forest","yellow_basket",8,0,0,1,"brown_gnome","bright_forest","yellow_basket",2931,-1,0,30,2,242,3,1,0.4175,,"space",0.4517,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",4,"brown_gnome",4,7,"bright_forest","yellow_basket","green_gnome",4,5,"dark_forest","red_basket",35,0,0,1,"brown_gnome","bright_forest","yellow_basket",2966,2,1,30,3,243,7,1,0.5327,,"space",0.4157,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",1,"orange_gnome",1,6,"dark_forest","red_basket","red_gnome",1,9,"bright_forest","yellow_basket",30,0,0,1,"orange_gnome","dark_forest","red_basket",2996,-2,-1,30,4,244,4,1,0.6606,,"space",1.2846,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",3,"purple_gnome",3,7,"bright_forest","yellow_basket","yellow_gnome",3,5,"dark_forest","red_basket",35,0,0,1,"purple_gnome","bright_forest","yellow_basket",3031,-1,2,30,5,245,6,1,0.4597,,"space",0.4748,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",1,"orange_gnome",1,7,"dark_forest","red_basket","red_gnome",1,6,"bright_forest","yellow_basket",30,0,0,1,"red_gnome","bright_forest","yellow_basket",3061,-4,-1,30,6,246,4,1,0.377,,"space",0.4505,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",4,"brown_gnome",4,2,"bright_forest","yellow_basket","green_gnome",4,6,"dark_forest","red_basket",0,0,1,0,"brown_gnome","bright_forest","yellow_basket",3061,2,1,30,7,247,3,1,0.4869,,"",,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",1,"orange_gnome",1,7,"dark_forest","red_basket","red_gnome",1,4,"bright_forest","yellow_basket",35,0,0,1,"orange_gnome","dark_forest","red_basket",3096,0,-1,31,0,248,4,1,0.3837,,"space",0.44,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",2,"pink_gnome",2,6,"dark_forest","red_basket","blue_gnome",2,4,"bright_forest","yellow_basket",20,0,0,1,"blue_gnome","bright_forest","yellow_basket",3116,-1,2,31,1,249,5,1,0.3898,,"space",0.3556,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",1,"red_gnome",1,3,"bright_forest","yellow_basket","orange_gnome",1,8,"dark_forest","red_basket",15,0,0,1,"red_gnome","bright_forest","yellow_basket",3131,0,-3,31,2,250,4,1,0.3734,,"space",0.4504,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",2,"pink_gnome",2,5,"dark_forest","red_basket","blue_gnome",2,3,"bright_forest","yellow_basket",5,0,0,1,"pink_gnome","dark_forest","red_basket",3136,0,2,31,3,251,1,1,0.4078,,"space",0.4293,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"k",3,"purple_gnome",3,3,"bright_forest","yellow_basket","yellow_gnome",3,7,"dark_forest","red_basket",7,0,0,1,"yellow_gnome","dark_forest","red_basket",3143,-1,2,31,4,252,2,1,0.4925,,"space",0.4846,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","",657295,1,"2024-10-21_17h18.28.597","experiment","2023.2.3","MacIntel",58.13953488,"612fc21a7264afa7dfa08974","67161eeb597aecbabe02595a","67167e7bf4d8a08b8a83da89","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,,,"",,,"",,,"",,,"","","",,"","",,,,,,,,,,,,"",,,,,,,"",,,"",,,"",,,"",,,"s",4,"green_gnome",4,9,"dark_forest","red_basket","brown_gnome",4,2,"bright_forest","yellow_basket",45,0,0,1,"green_gnome","dark_forest","red_basket",3188,-1,4,31,5,253,7,1,0.407,,"space",0.519,,"",,,,,"",,,"",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,,,,,,
