stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_recording_keyresp.keys,t_instructions_recording_keyresp.rt,t_instructions_recording_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,red_gnome,2,4,dark_forest,yellow_basket,purple_gnome,2,4,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,0,-1,14,1,113,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,4,bright_forest,red_basket,yellow_gnome,4,3,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,-5,3,14,2,114,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,brown_gnome,3,6,dark_forest,yellow_basket,orange_gnome,3,1,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,-1,0,14,3,115,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,purple_gnome,2,0,bright_forest,red_basket,red_gnome,2,6,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,-2,1,14,4,116,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,red_gnome,2,7,dark_forest,yellow_basket,purple_gnome,2,2,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,0,0,14,5,117,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,pink_gnome,1,2,bright_forest,red_basket,green_gnome,1,7,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,-3,1,14,6,118,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,1,bright_forest,red_basket,yellow_gnome,4,8,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,-3,0,14,7,119,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,orange_gnome,3,2,bright_forest,red_basket,brown_gnome,3,8,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,0,3,15,0,120,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,green_gnome,1,7,dark_forest,yellow_basket,pink_gnome,1,2,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,-2,0,15,1,121,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,red_gnome,2,7,dark_forest,yellow_basket,purple_gnome,2,0,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,1,3,15,2,122,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,brown_gnome,3,8,dark_forest,yellow_basket,orange_gnome,3,1,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,0,-1,15,3,123,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,1,bright_forest,red_basket,yellow_gnome,4,7,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,1,2,15,4,124,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,brown_gnome,3,9,dark_forest,yellow_basket,orange_gnome,3,2,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,-1,1,15,5,125,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,green_gnome,1,8,dark_forest,yellow_basket,pink_gnome,1,1,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,-4,2,15,6,126,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,yellow_gnome,4,8,dark_forest,yellow_basket,blue_gnome,4,3,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,0,3,15,7,127,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,yellow_gnome,4,7,dark_forest,yellow_basket,blue_gnome,4,3,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,-4,0,16,0,128,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,green_gnome,1,7,dark_forest,yellow_basket,pink_gnome,1,1,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,5,-2,16,1,129,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,6,bright_forest,red_basket,yellow_gnome,4,5,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,3,1,16,2,130,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,purple_gnome,2,9,bright_forest,red_basket,red_gnome,2,6,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,3,1,16,3,131,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,6,bright_forest,red_basket,yellow_gnome,4,7,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,2,-1,16,4,132,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,brown_gnome,3,6,dark_forest,yellow_basket,orange_gnome,3,8,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,1,-1,16,5,133,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,purple_gnome,2,9,bright_forest,red_basket,red_gnome,2,5,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,-1,-2,16,6,134,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,yellow_gnome,4,3,dark_forest,yellow_basket,blue_gnome,4,8,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,-5,0,16,7,135,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,brown_gnome,3,3,dark_forest,yellow_basket,orange_gnome,3,3,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,1,1,17,0,136,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,4,bright_forest,red_basket,yellow_gnome,4,4,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,-2,-1,17,1,137,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,2,bright_forest,red_basket,yellow_gnome,4,3,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,-1,0,17,2,138,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,orange_gnome,3,1,bright_forest,red_basket,brown_gnome,3,3,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,1,2,17,3,139,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,green_gnome,1,5,dark_forest,yellow_basket,pink_gnome,1,2,bright_forest,red_basket,0,1,0,0,,bright_forest,red_basket,1570,0,0,17,4,140,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,purple_gnome,2,2,bright_forest,red_basket,red_gnome,2,5,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,1,0,17,5,141,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090092,001,2024-10-01_17h19.13.324,experiment,2023.2.3,Win32,19.98401279,62c5d0cfdf443d24e054d302,66fbf9d935dbf9e9cfd29582,66fc20d4e6f99f9ab3b0d390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,4,blue_gnome,4,3,bright_forest,red_basket,yellow_gnome,4,5,dark_forest,yellow_basket,0,1,0,0,,bright_forest,red_basket,1570,0,0,17,6,142,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
