parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step2_keyresp.rt,p_step2_keyresp.duration,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.1962,,space,0.6194,,2,pink_gnome,2,9,dark_forest,red_basket,blue_gnome,2,3,bright_forest,yellow_basket,45,0,0,1,pink_gnome,dark_forest,red_basket,1478,1,2,13,0,104,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.027,,space,0.6667,,1,orange_gnome,1,7,dark_forest,red_basket,red_gnome,1,4,bright_forest,yellow_basket,7,0,0,1,orange_gnome,dark_forest,red_basket,1485,-2,-1,13,1,105,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5373,,space,0.7526,,1,orange_gnome,1,6,dark_forest,red_basket,red_gnome,1,2,bright_forest,yellow_basket,2,0,0,1,red_gnome,bright_forest,yellow_basket,1487,0,-1,13,2,106,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6607,,space,0.5838,,4,green_gnome,4,5,dark_forest,red_basket,brown_gnome,4,2,bright_forest,yellow_basket,2,0,0,1,brown_gnome,bright_forest,yellow_basket,1489,0,-1,13,3,107,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.976,,space,0.6098,,1,orange_gnome,1,4,dark_forest,red_basket,red_gnome,1,2,bright_forest,yellow_basket,4,0,0,1,orange_gnome,dark_forest,red_basket,1493,2,0,13,4,108,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8293,,space,0.6156,,2,pink_gnome,2,4,dark_forest,red_basket,blue_gnome,2,4,bright_forest,yellow_basket,20,0,0,1,pink_gnome,dark_forest,red_basket,1513,1,-1,13,5,109,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8349,,space,0.7098,,2,blue_gnome,2,5,bright_forest,yellow_basket,pink_gnome,2,3,dark_forest,red_basket,3,0,0,1,pink_gnome,dark_forest,red_basket,1516,-3,-3,13,6,110,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4652,,,,,3,yellow_gnome,3,0,dark_forest,red_basket,purple_gnome,3,2,bright_forest,yellow_basket,0,0,1,0,purple_gnome,bright_forest,yellow_basket,1516,-1,0,13,7,111,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6172,,space,0.5927,,3,purple_gnome,3,1,bright_forest,yellow_basket,yellow_gnome,3,0,dark_forest,red_basket,1,0,0,1,purple_gnome,bright_forest,yellow_basket,1517,-3,0,14,0,112,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4785,,space,0.6946,,3,purple_gnome,3,2,bright_forest,yellow_basket,yellow_gnome,3,0,dark_forest,red_basket,2,0,0,1,purple_gnome,bright_forest,yellow_basket,1519,-1,0,14,1,113,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5501,,space,0.9005,,2,blue_gnome,2,1,bright_forest,yellow_basket,pink_gnome,2,0,dark_forest,red_basket,1,0,0,1,blue_gnome,bright_forest,yellow_basket,1520,-3,1,14,2,114,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4358,,space,0.4944,,4,brown_gnome,4,2,bright_forest,yellow_basket,green_gnome,4,1,dark_forest,red_basket,5,0,0,1,green_gnome,dark_forest,red_basket,1525,0,1,14,3,115,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5431,,space,0.9084,,2,pink_gnome,2,2,dark_forest,red_basket,blue_gnome,2,2,bright_forest,yellow_basket,10,0,0,1,blue_gnome,bright_forest,yellow_basket,1535,2,-2,14,4,116,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7625,,space,0.6105,,4,green_gnome,4,0,dark_forest,red_basket,brown_gnome,4,4,bright_forest,yellow_basket,0,0,0,1,green_gnome,dark_forest,red_basket,1535,-2,1,14,5,117,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5456,,space,0.5337,,3,purple_gnome,3,2,bright_forest,yellow_basket,yellow_gnome,3,1,dark_forest,red_basket,5,0,0,1,yellow_gnome,dark_forest,red_basket,1540,2,4,14,6,118,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4767,,space,0.5437,,3,purple_gnome,3,4,bright_forest,yellow_basket,yellow_gnome,3,5,dark_forest,red_basket,5,0,0,1,yellow_gnome,dark_forest,red_basket,1545,-1,3,14,7,119,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4121,,space,0.6585,,1,red_gnome,1,3,bright_forest,yellow_basket,orange_gnome,1,8,dark_forest,red_basket,40,0,0,1,orange_gnome,dark_forest,red_basket,1585,3,0,15,0,120,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5527,,space,0.66,,3,purple_gnome,3,6,bright_forest,yellow_basket,yellow_gnome,3,8,dark_forest,red_basket,8,0,0,1,yellow_gnome,dark_forest,red_basket,1593,-4,1,15,1,121,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.671,,space,0.8189,,4,brown_gnome,4,2,bright_forest,yellow_basket,green_gnome,4,9,dark_forest,red_basket,10,0,0,1,brown_gnome,bright_forest,yellow_basket,1603,1,2,15,2,122,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4407,,space,0.6353,,2,blue_gnome,2,3,bright_forest,yellow_basket,pink_gnome,2,7,dark_forest,red_basket,3,0,0,1,blue_gnome,bright_forest,yellow_basket,1606,0,0,15,3,123,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4318,,space,0.8451,,2,pink_gnome,2,7,dark_forest,red_basket,blue_gnome,2,3,bright_forest,yellow_basket,15,0,0,1,blue_gnome,bright_forest,yellow_basket,1621,1,0,15,4,124,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4273,,space,0.468,,3,yellow_gnome,3,7,dark_forest,red_basket,purple_gnome,3,4,bright_forest,yellow_basket,20,0,0,1,purple_gnome,bright_forest,yellow_basket,1641,3,-1,15,5,125,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6701,,space,0.8198,,2,blue_gnome,2,7,bright_forest,yellow_basket,pink_gnome,2,6,dark_forest,red_basket,7,0,0,1,blue_gnome,bright_forest,yellow_basket,1648,0,-2,15,6,126,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810732,001,2024-11-08_17h39.54.423,experiment,2023.2.3,Win32,59.52380952,6658b68819546bf4a7e5459b,672ddd4f09d6fb6d26d998b2,672e4c9488bc31adb3b75fe4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5017,,space,0.7587,,2,blue_gnome,2,7,bright_forest,yellow_basket,pink_gnome,2,4,dark_forest,red_basket,7,0,0,1,blue_gnome,bright_forest,yellow_basket,1655,-1,0,15,7,127,1,1,space,17.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
