parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_step2_keyresp.rt,p_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_start.started,t_start.stopped,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,pl3_instructions_keyresp.keys,pl3_instructions_keyresp.rt,pl3_instructions_keyresp.duration,pl3_task_lickert.response,pl3_task_lickert.rt,pl3_task_keyresp.keys,pl3_task_keyresp.rt,pl3_task_keyresp.duration,pl3_task_confidence_lickert.response,pl3_task_confidence_lickert.rt,pl3_task_stimLeftBg,pl3_task_stimRightBg,pl3_task_stimLeft,pl3_task_stimRight,pl3_loop.thisRepN,pl3_loop.thisTrialN,pl3_loop.thisN,pl3_loop.thisIndex,pl3_loop.ran,pl4_instructions_keyresp.keys,pl4_instructions_keyresp.rt,pl4_instructions_keyresp.duration,pl4_task_lickert.response,pl4_task_lickert.rt,pl4_task_keyresp.keys,pl4_task_keyresp.rt,pl4_task_keyresp.duration,pl4_task_confidence_lickert.response,pl4_task_confidence_lickert.rt,pl4_task_stimLeft,pl4_task_stimRight,pl4_loop.thisRepN,pl4_loop.thisTrialN,pl4_loop.thisN,pl4_loop.thisIndex,pl4_loop.ran,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,k,0.743,,space,0.068,,1,green_gnome,1,4,dark_forest,yellow_basket,purple_gnome,1,6,bright_forest,red_basket,6,0,0,1,purple_gnome,bright_forest,red_basket,144,-1,5,12,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,s,0.503,,space,0.237,,1,purple_gnome,1,5,bright_forest,red_basket,green_gnome,1,9,dark_forest,yellow_basket,5,0,0,1,purple_gnome,bright_forest,red_basket,149,1,3,12,1,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,s,0.482,,space,0.135,,2,red_gnome,2,6,bright_forest,red_basket,brown_gnomes,2,6,dark_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,red_basket,155,1,-1,13,0,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.664,,space,0.122,,2,brown_gnomes,2,5,dark_forest,yellow_basket,red_gnome,2,7,bright_forest,red_basket,7,0,0,1,red_gnome,bright_forest,red_basket,162,0,3,13,1,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.653,,space,0.059,,2,brown_gnomes,2,8,dark_forest,yellow_basket,red_gnome,2,7,bright_forest,red_basket,7,0,0,1,red_gnome,bright_forest,red_basket,169,1,-3,14,0,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,s,0.607,,space,0.222,,2,red_gnome,2,8,bright_forest,red_basket,brown_gnomes,2,5,dark_forest,yellow_basket,8,0,0,1,red_gnome,bright_forest,red_basket,177,0,1,14,1,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.617,,space,0.067,,2,brown_gnomes,2,6,dark_forest,yellow_basket,red_gnome,2,8,bright_forest,red_basket,8,0,0,1,red_gnome,bright_forest,red_basket,185,-1,3,15,0,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,s,0.586,,space,0.078,,2,red_gnome,2,7,bright_forest,red_basket,brown_gnomes,2,9,dark_forest,yellow_basket,7,0,0,1,red_gnome,bright_forest,red_basket,192,-1,1,15,1,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,s,0.55,,space,0.095,,1,purple_gnome,1,6,bright_forest,red_basket,green_gnome,1,8,dark_forest,yellow_basket,6,0,0,1,purple_gnome,bright_forest,red_basket,198,0,1,16,0,32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,s,0.641,,space,0.194,,2,red_gnome,2,6,bright_forest,red_basket,brown_gnomes,2,9,dark_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,red_basket,204,0,0,16,1,33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,s,0.672,,space,0.092,,1,purple_gnome,1,6,bright_forest,red_basket,green_gnome,1,9,dark_forest,yellow_basket,6,0,0,1,purple_gnome,bright_forest,red_basket,210,1,-2,17,0,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,k,0.529,,space,0.327,,1,green_gnome,1,7,dark_forest,yellow_basket,purple_gnome,1,7,bright_forest,red_basket,7,0,0,1,purple_gnome,bright_forest,red_basket,217,2,-2,17,1,35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,k,0.547,,space,0.173,,1,green_gnome,1,5,dark_forest,yellow_basket,purple_gnome,1,9,bright_forest,red_basket,9,0,0,1,purple_gnome,bright_forest,red_basket,226,3,1,18,0,36,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.829,,space,0.188,,2,brown_gnomes,2,6,dark_forest,yellow_basket,red_gnome,2,6,bright_forest,red_basket,6,0,0,1,red_gnome,bright_forest,red_basket,232,0,-1,18,1,37,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.63,,,,,2,brown_gnomes,2,5,dark_forest,yellow_basket,red_gnome,2,6,bright_forest,red_basket,0,0,1,0,red_gnome,bright_forest,red_basket,232,-3,-1,19,0,38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,s,0.661,,space,0.183,,1,purple_gnome,1,3,bright_forest,red_basket,green_gnome,1,4,dark_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,235,-3,0,19,1,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,s,0.533,,space,0.077,,1,purple_gnome,1,0,bright_forest,red_basket,green_gnome,1,4,dark_forest,yellow_basket,0,0,0,1,purple_gnome,bright_forest,red_basket,235,2,-5,20,0,40,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,s,0.571,,space,0.065,,2,red_gnome,2,2,bright_forest,red_basket,brown_gnomes,2,1,dark_forest,yellow_basket,2,0,0,1,red_gnome,bright_forest,red_basket,237,0,-4,20,1,41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.471,,space,0.073,,2,brown_gnomes,2,3,dark_forest,yellow_basket,red_gnome,2,2,bright_forest,red_basket,2,0,0,1,red_gnome,bright_forest,red_basket,239,-1,-2,21,0,42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.715,,,,,2,red_gnome,2,1,bright_forest,red_basket,brown_gnomes,2,1,dark_forest,yellow_basket,0,0,1,0,brown_gnomes,dark_forest,yellow_basket,239,1,-1,21,1,43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,s,0.8,,,,,2,brown_gnomes,2,0,dark_forest,yellow_basket,red_gnome,2,2,bright_forest,red_basket,0,0,1,0,brown_gnomes,dark_forest,yellow_basket,239,1,1,22,0,44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,k,1.033,,space,0.069,,1,green_gnome,1,1,dark_forest,yellow_basket,purple_gnome,1,3,bright_forest,red_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,242,0,3,22,1,45,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,s,0.708,,space,0.174,,1,purple_gnome,1,3,bright_forest,red_basket,green_gnome,1,4,dark_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,red_basket,245,0,1,23,0,46,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.881,,space,0.179,,2,red_gnome,2,3,bright_forest,red_basket,brown_gnomes,2,5,dark_forest,yellow_basket,5,0,0,1,brown_gnomes,dark_forest,yellow_basket,250,1,-1,23,1,47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.749,,,,,2,red_gnome,2,4,bright_forest,red_basket,brown_gnomes,2,4,dark_forest,yellow_basket,0,0,1,0,brown_gnomes,dark_forest,yellow_basket,250,3,-1,24,0,48,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,s,0.82,,,,,1,purple_gnome,1,7,bright_forest,red_basket,green_gnome,1,3,dark_forest,yellow_basket,0,0,1,0,purple_gnome,bright_forest,red_basket,250,1,3,24,1,49,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,076927,001,2024-02-22_16h14.11.440,experiment,2023.2.3,Win32,19.97602877,5c43724ab00b3300018f49bf,65d6198c9820d372ff6c9d7f,65d772653b998b977ac57fbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,k,0.476,,space,0.152,,2,red_gnome,2,8,bright_forest,red_basket,brown_gnomes,2,6,dark_forest,yellow_basket,6,0,0,1,brown_gnomes,dark_forest,yellow_basket,256,0,4,25,0,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
